loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,purpose,dti,loan_status
27215,60 months,17.215601421515366,390.4354939054506,E,3-5 years,MORTGAGE,126937,car,27.739758287467403,Fully Paid
34595,60 months,10.613664310319486,305.9830973462522,A,3-5 years,MORTGAGE,71702,debt_consolidation,15.513956760319141,Fully Paid
28306,36 months,9.139851568768535,215.59386542130179,C,3-5 years,OTHER,56993,debt_consolidation,3.51193238945588,Fully Paid
20915,60 months,15.33145256891958,267.2144420657942,G,< 1 year,MORTGAGE,51875,car,15.845331642690514,Charged Off
38219,60 months,5.110115983208416,162.75293563520208,F,10+ years,MORTGAGE,135284,car,3.806184841892799,Fully Paid
16343,60 months,5.153280652984506,70.18338809310482,D,3-5 years,MORTGAGE,26054,small_business,17.774804375292153,Fully Paid
39727,36 months,9.381376182037155,310.578276319825,F,1-3 years,OWN,119809,car,14.474791815829889,Fully Paid
1126,60 months,5.734427250016423,5.380804236265411,A,3-5 years,MORTGAGE,127357,credit_card,18.677261934983452,Fully Paid
28632,36 months,7.160515082613827,170.84988987116594,C,5-10 years,OWN,68517,debt_consolidation,0.3014094316449478,Fully Paid
21530,36 months,11.777212986775032,211.30282967105538,D,3-5 years,OWN,96368,debt_consolidation,5.845214749660923,Fully Paid
4368,36 months,21.051713591596258,76.62823747341038,B,< 1 year,MORTGAGE,49670,car,14.739912957363927,Fully Paid
4797,36 months,16.440972867386016,65.7227890373756,G,3-5 years,MORTGAGE,69112,home_improvement,28.515106847674044,Fully Paid
14718,60 months,15.253354519128328,187.08239317710897,C,5-10 years,OWN,108388,home_improvement,11.508271210654753,Charged Off
35560,36 months,10.869776464162433,322.10770922134674,E,1-3 years,OWN,109156,car,12.73116078160904,Fully Paid
12053,36 months,23.635074388656328,237.39462633872893,A,10+ years,MORTGAGE,48307,credit_card,21.440882670198665,Charged Off
23116,60 months,12.940300824743833,249.27332822064872,C,3-5 years,MORTGAGE,133087,home_improvement,18.11378271858354,Fully Paid
37244,60 months,6.74185533591543,209.24471677569522,G,5-10 years,OTHER,87087,car,8.967784502949996,Fully Paid
37185,36 months,17.341330322356026,537.3644733640073,C,5-10 years,OWN,67922,credit_card,12.324491867022832,Fully Paid
2645,60 months,7.276767869532028,16.03920917909351,G,1-3 years,OWN,83080,credit_card,6.5309939657169735,Fully Paid
20256,36 months,11.904462856033842,200.94733300985123,E,< 1 year,OTHER,113348,small_business,28.980643773906255,Charged Off
36840,36 months,15.148238774356177,465.0509303727346,D,3-5 years,OWN,99335,credit_card,3.9190314467207923,Fully Paid
35622,36 months,22.484450493703516,667.4509129055889,B,5-10 years,RENT,46312,home_improvement,11.155103536992584,Fully Paid
38430,36 months,14.870931606802372,476.241584707846,E,1-3 years,OWN,125156,home_improvement,0.7751691666003357,Charged Off
3708,60 months,19.045175320633284,58.84959174075684,B,10+ years,OTHER,86985,car,6.653384758006392,Fully Paid
12694,36 months,24.856336779981408,262.93861590423666,D,5-10 years,RENT,140641,car,23.414134151404646,Fully Paid
10524,60 months,7.629782397959632,66.91319163010597,C,1-3 years,MORTGAGE,77608,credit_card,6.035256968666384,Fully Paid
32880,60 months,10.49463051039039,287.5528759846967,B,< 1 year,OTHER,109962,debt_consolidation,2.4019020758689678,Charged Off
37980,60 months,12.891521511952927,408.01665585331017,A,< 1 year,OTHER,120963,small_business,14.233595395335698,Fully Paid
33409,60 months,13.436563570776627,374.08512694673027,A,5-10 years,MORTGAGE,60277,debt_consolidation,0.29907704203555485,Fully Paid
14224,36 months,13.220421505310915,156.7060629096187,G,5-10 years,OTHER,51551,credit_card,2.542984632789995,Fully Paid
26150,60 months,23.1522200511311,504.52546194756525,E,3-5 years,OWN,109813,credit_card,24.228776086889255,Charged Off
35393,36 months,19.280652889337127,568.6667897602574,D,1-3 years,MORTGAGE,76597,debt_consolidation,23.144200345788192,Fully Paid
8973,60 months,17.158104281814076,128.29972476726476,G,5-10 years,OTHER,121025,small_business,27.45416461214688,Fully Paid
9577,60 months,11.187454357255643,89.28520864953107,E,3-5 years,MORTGAGE,144342,debt_consolidation,25.635463077322484,Fully Paid
9070,36 months,21.475807684425895,162.32131308145242,E,3-5 years,MORTGAGE,65212,car,20.495266897194544,Charged Off
9666,36 months,24.101210229699777,194.13524840023172,G,5-10 years,MORTGAGE,29637,home_improvement,1.5699857190198852,Charged Off
37368,36 months,21.42396565100453,667.1422903722811,F,< 1 year,RENT,63258,car,23.485458539599726,Charged Off
7783,60 months,5.031302103829458,32.63218689508723,E,1-3 years,OTHER,55693,home_improvement,25.365324325216815,Fully Paid
5971,60 months,17.72802740366814,88.21170968941873,F,1-3 years,RENT,29824,credit_card,23.972464373158633,Fully Paid
14490,36 months,6.0227076288420145,72.72419461826733,A,< 1 year,OTHER,149553,small_business,15.254371059240782,Fully Paid
2990,36 months,10.152144406674438,25.29575981329714,A,5-10 years,OWN,46950,debt_consolidation,6.98705515948445,Charged Off
6299,36 months,6.190494006955434,32.49493479151023,E,1-3 years,OWN,43488,small_business,25.3598992706618,Fully Paid
20956,36 months,17.075909058987754,298.2022918667895,A,5-10 years,OWN,147870,debt_consolidation,21.814884292204155,Fully Paid
23359,60 months,18.731798269852135,364.6300631545633,D,5-10 years,OTHER,124544,car,29.422835231665548,Charged Off
38148,36 months,7.289752761318102,231.74124028230247,F,3-5 years,MORTGAGE,135200,car,4.6707779326779875,Fully Paid
29734,36 months,12.676777660899589,314.1094224743236,F,< 1 year,MORTGAGE,20215,debt_consolidation,6.7699374915616515,Fully Paid
5757,36 months,14.124730179110841,67.76339303428426,E,5-10 years,RENT,125603,small_business,6.353944496445081,Fully Paid
20097,36 months,12.381060435218332,207.35180963881905,A,10+ years,RENT,31523,debt_consolidation,23.7761930286401,Fully Paid
11395,60 months,7.420500009703861,70.46383134214626,B,< 1 year,OWN,95900,credit_card,5.6072188935035445,Charged Off
17241,36 months,13.378955803749509,192.2221475103711,G,1-3 years,RENT,88689,car,1.9997948946991828,Fully Paid
39356,60 months,20.02356095616836,656.706054159135,G,3-5 years,OTHER,43834,credit_card,29.95682419756886,Fully Paid
28696,36 months,6.420153290665109,153.52726569077166,F,1-3 years,OTHER,54474,car,0.7445163433544744,Fully Paid
5944,36 months,6.6036002816380694,32.709833395047234,E,1-3 years,RENT,63066,car,25.05732180476597,Fully Paid
20816,60 months,12.095425836719684,209.8153201809641,E,< 1 year,RENT,119871,home_improvement,10.961005246519584,Fully Paid
